"RegionType","RegionName","State","CBSA Title","SizeRankCity","SizeRankMetro","PctPriceCut","DaysOnMarket","BuyerSellerIndex","BuyerSellerIndexMetro"
"City","Akron","OH","Akron, OH",101,74,12.4015748031496,70,8.57142857142857,5.32413793103448
"City","Cuyahoga Falls","OH","Akron, OH",843,74,15.1020408163265,57,6.42857142857143,5.32413793103448
"City","Kent","OH","Akron, OH",1008,74,7.75862068965517,60,1.42857142857143,5.32413793103448
"City","Stow","OH","Akron, OH",1295,74,7.57575757575758,57.5,0.714285714285714,5.32413793103448
"City","Ravenna","OH","Akron, OH",1349,74,8.46153846153846,74,7.85714285714286,5.32413793103448
"City","Barberton","OH","Akron, OH",1854,74,12.1495327102804,67,7.14285714285714,5.32413793103448
"City","Green","OH","Akron, OH",1875,74,7.69230769230769,70,3.57142857142857,5.32413793103448
"City","Twinsburg","OH","Akron, OH",2244,74,8,65,2.85714285714286,5.32413793103448
"City","Hudson","OH","Akron, OH",2339,74,6.92307692307692,71.5,2.14285714285714,5.32413793103448
"City","Northfield","OH","Akron, OH",2793,74,11.8421052631579,58,5,5.32413793103448
"City","Copley","OH","Akron, OH",3409,74,12.2222222222222,73,9.28571428571429,5.32413793103448
"City","Tallmadge","OH","Akron, OH",3423,74,16.4383561643836,73.5,10,5.32413793103448
"City","Aurora","OH","Akron, OH",4076,74,6.2992125984252,81,5.71428571428571,5.32413793103448
"City","Streetsboro","OH","Akron, OH",4102,74,10.3448275862069,61,4.28571428571429,5.32413793103448
"City","Albany","NY","Albany-Schenectady-Troy, NY",274,60,9.58466453674121,87,5.29411764705882,6.64827586206897
"City","Colonie","NY","Albany-Schenectady-Troy, NY",452,60,9.54773869346734,78,3.52941176470588,6.64827586206897
"City","Schenectady","NY","Albany-Schenectady-Troy, NY",479,60,8.63787375415282,100,8.23529411764706,6.64827586206897
"City","Troy","NY","Albany-Schenectady-Troy, NY",866,60,11.0236220472441,93.5,7.64705882352941,6.64827586206897
"City","Saratoga Springs","NY","Albany-Schenectady-Troy, NY",1155,60,8.22942643391521,99,7.05882352941176,6.64827586206897
"City","Clifton Park","NY","Albany-Schenectady-Troy, NY",1237,60,9.73782771535581,87,5.88235294117647,6.64827586206897
"City","Bethlehem","NY","Albany-Schenectady-Troy, NY",1539,60,6.63265306122449,78,0.588235294117647,6.64827586206897
"City","Guilderland","NY","Albany-Schenectady-Troy, NY",1591,60,7.05128205128205,89,2.35294117647059,6.64827586206897
"City","Halfmoon","NY","Albany-Schenectady-Troy, NY",2181,60,3.3175355450237,93.5,1.17647058823529,6.64827586206897
"City","Niskayuna","NY","Albany-Schenectady-Troy, NY",2344,60,7.6530612244898,88,1.76470588235294,6.64827586206897
"City","Glenville","NY","Albany-Schenectady-Troy, NY",2430,60,8.07453416149068,88,4.70588235294118,6.64827586206897
"City","Rotterdam","NY","Albany-Schenectady-Troy, NY",3232,60,13.8461538461538,100,10,6.64827586206897
"City","East Greenbush","NY","Albany-Schenectady-Troy, NY",3846,60,8.02919708029197,96.5,6.47058823529412,6.64827586206897
"City","Malta","NY","Albany-Schenectady-Troy, NY",4603,60,4.86111111111111,94,2.94117647058824,6.64827586206897
"City","Schodack","NY","Albany-Schenectady-Troy, NY",5935,60,11.5384615384615,98,9.41176470588235,6.64827586206897
"City","Moreau","NY","Albany-Schenectady-Troy, NY",6036,60,12.1951219512195,93,8.82352941176471,6.64827586206897
"City","Wilton","NY","Albany-Schenectady-Troy, NY",7469,60,5.26315789473684,94,4.11764705882353,6.64827586206897
"City","Allentown","PA","Allentown-Bethlehem-Easton, PA-NJ",208,67,9.44206008583691,67,1.25,8.55172413793103
"City","Bethlehem","PA","Allentown-Bethlehem-Easton, PA-NJ",485,67,14.0625,70,4.375,8.55172413793103
"City","Easton","PA","Allentown-Bethlehem-Easton, PA-NJ",1773,67,12.2950819672131,77.5,5.625,8.55172413793103
"City","Lower Macungie","PA","Allentown-Bethlehem-Easton, PA-NJ",1879,67,4,69,0.625,8.55172413793103
"City","Upper Macungie","PA","Allentown-Bethlehem-Easton, PA-NJ",2299,67,14.6067415730337,74,6.25,8.55172413793103
"City","South Whitehall","PA","Allentown-Bethlehem-Easton, PA-NJ",2908,67,16.6666666666667,77,8.125,8.55172413793103
"City","Nazareth","PA","Allentown-Bethlehem-Easton, PA-NJ",3459,67,18.75,67,5,8.55172413793103
"City","Upper Saucon","PA","Allentown-Bethlehem-Easton, PA-NJ",4013,67,6.83760683760684,79,3.125,8.55172413793103
"City","Forks","PA","Allentown-Bethlehem-Easton, PA-NJ",4186,67,5.74712643678161,73,1.875,8.55172413793103
"City","Palmer","PA","Allentown-Bethlehem-Easton, PA-NJ",4410,67,19.4444444444444,76.5,8.75,8.55172413793103
"City","Phillipsburg","NJ","Allentown-Bethlehem-Easton, PA-NJ",4555,67,14.0625,112.5,9.375,8.55172413793103
"City","Washington","NJ","Allentown-Bethlehem-Easton, PA-NJ",5984,67,20,111,10,8.55172413793103
"City","Lower Saucon","PA","Allentown-Bethlehem-Easton, PA-NJ",6408,67,11.4754098360656,73,2.5,8.55172413793103
"City","Penn Forest","PA","Allentown-Bethlehem-Easton, PA-NJ",7226,67,13.1455399061033,95,7.5,8.55172413793103
"City","Whitehall","PA","Allentown-Bethlehem-Easton, PA-NJ",7326,67,12.6984126984127,71.5,3.75,8.55172413793103
"City","Lopatcong","NJ","Allentown-Bethlehem-Easton, PA-NJ",8000,67,11.5942028985507,114.5,6.875,8.55172413793103
"City","Asheville","NC","Asheville, NC",372,118,10.8322324966975,75,5.33333333333333,5.64137931034483
"City","Hendersonville","NC","Asheville, NC",655,118,7.45920745920746,74,1.33333333333333,5.64137931034483
"City","Waynesville","NC","Asheville, NC",1719,118,6.08974358974359,88,2,5.64137931034483
"City","Candler","NC","Asheville, NC",1998,118,8.33333333333333,90.5,6,5.64137931034483
"City","Arden","NC","Asheville, NC",2965,118,6.32911392405063,90,2.66666666666667,5.64137931034483
"City","Weaverville","NC","Asheville, NC",3027,118,10.3448275862069,91.5,7.33333333333333,5.64137931034483
"City","Fletcher","NC","Asheville, NC",3197,118,11.8881118881119,64.5,3.33333333333333,5.64137931034483
"City","Canton","NC","Asheville, NC",3396,118,11.340206185567,83,6.66666666666667,5.64137931034483
"City","Black Mountain","NC","Asheville, NC",4461,118,13.6752136752137,98,10,5.64137931034483
"City","Leicester","NC","Asheville, NC",5046,118,8.95522388059701,104,8,5.64137931034483
"City","Clyde","NC","Asheville, NC",6807,118,13.1868131868132,87.5,8.66666666666667,5.64137931034483
"City","Flat Rock","NC","Asheville, NC",7013,118,5.04201680672269,72,0.666666666666667,5.64137931034483
"City","Fairview","NC","Asheville, NC",7114,118,10.2272727272727,112,9.33333333333333,5.64137931034483
"City","Mars Hill","NC","Asheville, NC",7924,118,3.44827586206897,101,4,5.64137931034483
"City","Maggie Valley","NC","Asheville, NC",9815,118,7.2992700729927,93.5,4.66666666666667,5.64137931034483
"City","Atlanta","GA","Atlanta-Sandy Springs-Roswell, GA",32,9,10.5337408887844,60,2.66666666666667,5.51724137931035
"City","Marietta","GA","Atlanta-Sandy Springs-Roswell, GA",52,9,14.6145610278373,59,6.13333333333333,5.51724137931035
"City","Lawrenceville","GA","Atlanta-Sandy Springs-Roswell, GA",67,9,12.2950819672131,60,4.4,5.51724137931035
"City","Cumming","GA","Atlanta-Sandy Springs-Roswell, GA",151,9,16.5384615384615,75,9.86666666666667,5.51724137931035
"City","Stone Mountain","GA","Atlanta-Sandy Springs-Roswell, GA",224,9,11.9354838709677,63,5.2,5.51724137931035
"City","Douglasville","GA","Atlanta-Sandy Springs-Roswell, GA",266,9,10.8661417322835,63,3.46666666666667,5.51724137931035
"City","Sandy Springs","GA","Atlanta-Sandy Springs-Roswell, GA",280,9,11.1353711790393,69,6.66666666666667,5.51724137931035
"City","Kennesaw","GA","Atlanta-Sandy Springs-Roswell, GA",282,9,14.0594059405941,53,3.86666666666667,5.51724137931035
"City","Lithonia","GA","Atlanta-Sandy Springs-Roswell, GA",294,9,9.2511013215859,77,5.73333333333333,5.51724137931035
"City","Woodstock","GA","Atlanta-Sandy Springs-Roswell, GA",310,9,13.215859030837,56,3.6,5.51724137931035
"City","McDonough","GA","Atlanta-Sandy Springs-Roswell, GA",319,9,10.8602150537634,80,8,5.51724137931035
"City","Acworth","GA","Atlanta-Sandy Springs-Roswell, GA",325,9,12.4809741248097,54,2.8,5.51724137931035
"City","Roswell","GA","Atlanta-Sandy Springs-Roswell, GA",334,9,13.7777777777778,63,6.8,5.51724137931035
"City","Newnan","GA","Atlanta-Sandy Springs-Roswell, GA",342,9,9.81675392670157,62,2.26666666666667,5.51724137931035
"City","Covington","GA","Atlanta-Sandy Springs-Roswell, GA",350,9,9.93690851735016,84,7.6,5.51724137931035
"City","Duluth","GA","Atlanta-Sandy Springs-Roswell, GA",360,9,13.9593908629442,58,5.06666666666667,5.51724137931035
"City","Conyers","GA","Atlanta-Sandy Springs-Roswell, GA",384,9,9.32069510268562,77,6,5.51724137931035
"City","Johns Creek","GA","Atlanta-Sandy Springs-Roswell, GA",409,9,15.4804270462633,70,9.2,5.51724137931035
"City","Canton","GA","Atlanta-Sandy Springs-Roswell, GA",410,9,11.965811965812,79,8.8,5.51724137931035
"City","Norcross","GA","Atlanta-Sandy Springs-Roswell, GA",461,9,8.94736842105263,49,0.133333333333333,5.51724137931035
"City","Smyrna","GA","Atlanta-Sandy Springs-Roswell, GA",463,9,14.3835616438356,61,7.06666666666667,5.51724137931035
"City","Snellville","GA","Atlanta-Sandy Springs-Roswell, GA",489,9,9.64566929133858,61,1.6,5.51724137931035
"City","Alpharetta","GA","Atlanta-Sandy Springs-Roswell, GA",492,9,14.9514563106796,65.5,8.26666666666667,5.51724137931035
"City","Suwanee","GA","Atlanta-Sandy Springs-Roswell, GA",517,9,16.4965986394558,64,8.93333333333333,5.51724137931035
"City","Stockbridge","GA","Atlanta-Sandy Springs-Roswell, GA",564,9,9.77198697068404,59,1.46666666666667,5.51724137931035
"City","Lilburn","GA","Atlanta-Sandy Springs-Roswell, GA",583,9,9.12052117263844,57,0.533333333333333,5.51724137931035
"City","Fayetteville","GA","Atlanta-Sandy Springs-Roswell, GA",586,9,11.088295687885,70,6.93333333333333,5.51724137931035
"City","Powder Springs","GA","Atlanta-Sandy Springs-Roswell, GA",604,9,11.5384615384615,59,3.06666666666667,5.51724137931035
"City","Carrollton","GA","Atlanta-Sandy Springs-Roswell, GA",674,9,6.55021834061135,70,2.53333333333333,5.51724137931035
"City","Riverdale","GA","Atlanta-Sandy Springs-Roswell, GA",683,9,8.94308943089431,60,0.8,5.51724137931035
"City","Griffin","GA","Atlanta-Sandy Springs-Roswell, GA",751,9,8.8421052631579,73,4.93333333333333,5.51724137931035
"City","Buford","GA","Atlanta-Sandy Springs-Roswell, GA",757,9,10.1190476190476,70,5.46666666666667,5.51724137931035
"City","Loganville","GA","Atlanta-Sandy Springs-Roswell, GA",765,9,12.5550660792952,63,5.86666666666667,5.51724137931035
"City","Dacula","GA","Atlanta-Sandy Springs-Roswell, GA",825,9,15.3543307086614,64,8.4,5.51724137931035
"City","Brookhaven","GA","Atlanta-Sandy Springs-Roswell, GA",836,9,12.910284463895,67,7.46666666666667,5.51724137931035
"City","Dunwoody","GA","Atlanta-Sandy Springs-Roswell, GA",924,9,10.1083032490975,67.5,4.8,5.51724137931035
"City","Jonesboro","GA","Atlanta-Sandy Springs-Roswell, GA",957,9,10.9947643979058,56.5,1.73333333333333,5.51724137931035
"City","Austell","GA","Atlanta-Sandy Springs-Roswell, GA",977,9,10.2127659574468,53,0.666666666666667,5.51724137931035
"City","Peachtree Corners","GA","Atlanta-Sandy Springs-Roswell, GA",1024,9,14.8571428571429,51,4.26666666666667,5.51724137931035
"City","Winder","GA","Atlanta-Sandy Springs-Roswell, GA",1055,9,7.5,63,1.2,5.51724137931035
"City","Milton","GA","Atlanta-Sandy Springs-Roswell, GA",1132,9,12.5799573560768,92,9.6,5.51724137931035
"City","Cartersville","GA","Atlanta-Sandy Springs-Roswell, GA",1149,9,13.9240506329114,63,7.2,5.51724137931035
"City","Fairburn","GA","Atlanta-Sandy Springs-Roswell, GA",1161,9,8.55263157894737,85,6.4,5.51724137931035
"City","Mableton","GA","Atlanta-Sandy Springs-Roswell, GA",1171,9,15.2671755725191,64,8.13333333333333,5.51724137931035
"City","East Point","GA","Atlanta-Sandy Springs-Roswell, GA",1220,9,14.0794223826715,60.5,6.53333333333333,5.51724137931035
"City","Tucker","GA","Atlanta-Sandy Springs-Roswell, GA",1227,9,10.9170305676856,51,0.933333333333333,5.51724137931035
"City","Hampton","GA","Atlanta-Sandy Springs-Roswell, GA",1246,9,5.39906103286385,77.5,3.73333333333333,5.51724137931035
"City","Villa Rica","GA","Atlanta-Sandy Springs-Roswell, GA",1282,9,9.79020979020979,68,4,5.51724137931035
"City","Peachtree City","GA","Atlanta-Sandy Springs-Roswell, GA",1420,9,10.4265402843602,59,2,5.51724137931035
"City","Lithia Springs","GA","Atlanta-Sandy Springs-Roswell, GA",1764,9,15.4761904761905,64,8.53333333333333,5.51724137931035
"City","Dawsonville","GA","Atlanta-Sandy Springs-Roswell, GA",1798,9,14.9206349206349,72,9.06666666666667,5.51724137931035
"City","Forest Park","GA","Atlanta-Sandy Springs-Roswell, GA",1883,9,9.89010989010989,58,1.06666666666667,5.51724137931035
"City","Locust Grove","GA","Atlanta-Sandy Springs-Roswell, GA",2001,9,7.21003134796238,83.5,5.33333333333333,5.51724137931035
"City","Jackson","GA","Atlanta-Sandy Springs-Roswell, GA",2036,9,5.68181818181818,79.5,4.53333333333333,5.51724137931035
"City","Vinings","GA","Atlanta-Sandy Springs-Roswell, GA",2051,9,13.1782945736434,60.5,5.6,5.51724137931035
"City","Grayson","GA","Atlanta-Sandy Springs-Roswell, GA",2211,9,11.4285714285714,73,7.73333333333333,5.51724137931035
"City","Candler-Mcafee","GA","Atlanta-Sandy Springs-Roswell, GA",2223,9,17.9487179487179,68,9.33333333333333,5.51724137931035
"City","Decatur","GA","Atlanta-Sandy Springs-Roswell, GA",2581,9,16.2464985994398,59,7.33333333333333,5.51724137931035
"City","Jasper","GA","Atlanta-Sandy Springs-Roswell, GA",2985,9,7.28291316526611,71,2.93333333333333,5.51724137931035
"City","Sharpsburg","GA","Atlanta-Sandy Springs-Roswell, GA",3042,9,7.37704918032787,57.5,0.266666666666667,5.51724137931035
"City","North Druid Hills","GA","Atlanta-Sandy Springs-Roswell, GA",3190,9,14.9606299212598,58,6.26666666666667,5.51724137931035
"City","Temple","GA","Atlanta-Sandy Springs-Roswell, GA",3279,9,10.9756097560976,58,2.13333333333333,5.51724137931035
"City","Sugar Hill","GA","Atlanta-Sandy Springs-Roswell, GA",3603,9,15.8878504672897,63.5,8.66666666666667,5.51724137931035
"City","Belvedere Park","GA","Atlanta-Sandy Springs-Roswell, GA",3898,9,16.4893617021277,71,9.73333333333333,5.51724137931035
"City","Adairsville","GA","Atlanta-Sandy Springs-Roswell, GA",3962,9,12.6126126126126,58.5,4.13333333333333,5.51724137931035
"City","Senoia","GA","Atlanta-Sandy Springs-Roswell, GA",4028,9,7.32484076433121,73,3.33333333333333,5.51724137931035
"City","Union City","GA","Atlanta-Sandy Springs-Roswell, GA",4257,9,7.82608695652174,65,1.86666666666667,5.51724137931035
"City","Auburn","GA","Atlanta-Sandy Springs-Roswell, GA",4748,9,2.24719101123596,61,0.4,5.51724137931035
"City","Madison","GA","Atlanta-Sandy Springs-Roswell, GA",5899,9,3.7593984962406,77.5,3.2,5.51724137931035
"City","Bethlehem","GA","Atlanta-Sandy Springs-Roswell, GA",6635,9,12.1951219512195,53,2.4,5.51724137931035
"City","Statham","GA","Atlanta-Sandy Springs-Roswell, GA",6784,9,3.38983050847458,67,1.33333333333333,5.51724137931035
"City","Monroe","GA","Atlanta-Sandy Springs-Roswell, GA",7187,9,19.5402298850575,79,10,5.51724137931035
"City","Holly Springs","GA","Atlanta-Sandy Springs-Roswell, GA",8410,9,26.0504201680672,59,7.86666666666667,5.51724137931035
"City","Waleska","GA","Atlanta-Sandy Springs-Roswell, GA",9508,9,12.3595505617978,100,9.46666666666667,5.51724137931035
"City","Ball Ground","GA","Atlanta-Sandy Springs-Roswell, GA",11111,9,8.69565217391304,73,4.66666666666667,5.51724137931035
"City","Austin","TX","Austin-Round Rock, TX",10,35,12.5706940874036,58,1.66666666666667,5.82068965517241
"City","Round Rock","TX","Austin-Round Rock, TX",155,35,11.7397454031117,60,1.11111111111111,5.82068965517241
"City","Georgetown","TX","Austin-Round Rock, TX",364,35,15.6695156695157,78,8.33333333333333,5.82068965517241
"City","Pflugerville","TX","Austin-Round Rock, TX",376,35,14.1342756183746,56,3.33333333333333,5.82068965517241
"City","San Marcos","TX","Austin-Round Rock, TX",511,35,14.8351648351648,73,7.22222222222222,5.82068965517241
"City","Cedar Park","TX","Austin-Round Rock, TX",657,35,8.88252148997135,60,0.555555555555556,5.82068965517241
"City","Leander","TX","Austin-Round Rock, TX",1324,35,12.9436325678497,75,5,5.82068965517241
"City","Hutto","TX","Austin-Round Rock, TX",1678,35,13.4868421052632,66,4.44444444444444,5.82068965517241
"City","Kyle","TX","Austin-Round Rock, TX",1788,35,13.0111524163569,57,2.22222222222222,5.82068965517241
"City","Bastrop","TX","Austin-Round Rock, TX",1960,35,10.4294478527607,72,2.77777777777778,5.82068965517241
"City","Buda","TX","Austin-Round Rock, TX",3452,35,20.4968944099379,62,6.66666666666667,5.82068965517241
"City","Dripping Springs","TX","Austin-Round Rock, TX",4053,35,10.752688172043,86,5.55555555555556,5.82068965517241
"City","Wimberley","TX","Austin-Round Rock, TX",5169,35,16.40625,80,9.44444444444444,5.82068965517241
"City","Liberty Hill","TX","Austin-Round Rock, TX",6060,35,9.9502487562189,77,3.88888888888889,5.82068965517241
"City","Lakeway","TX","Austin-Round Rock, TX",6854,35,14.207650273224,86,7.77777777777778,5.82068965517241
"City","Spicewood","TX","Austin-Round Rock, TX",7577,35,14.6788990825688,99,8.88888888888889,5.82068965517241
"City","Bee Cave","TX","Austin-Round Rock, TX",8942,35,13.9344262295082,71,6.11111111111111,5.82068965517241
"City","Lago Vista","TX","Austin-Round Rock, TX",8978,35,17.3469387755102,106.5,10,5.82068965517241
"City","Baltimore","MD","Baltimore-Columbia-Towson, MD",27,20,15.8315690425782,102,9.77272727272727,9.58620689655172
"City","Columbia","MD","Baltimore-Columbia-Towson, MD",288,20,14.1711229946524,69,2.27272727272727,9.58620689655172
"City","Annapolis","MD","Baltimore-Columbia-Towson, MD",317,20,13.9167862266858,90,7.5,9.58620689655172
"City","Glen Burnie","MD","Baltimore-Columbia-Towson, MD",374,20,12.9675810473815,79,1.81818181818182,9.58620689655172
"City","Ellicott City","MD","Baltimore-Columbia-Towson, MD",393,20,14.9006622516556,73,2.72727272727273,9.58620689655172
"City","Bel Air","MD","Baltimore-Columbia-Towson, MD",571,20,13.1086142322097,77,1.59090909090909,9.58620689655172
"City","Towson","MD","Baltimore-Columbia-Towson, MD",598,20,12.6865671641791,84,4.54545454545455,9.58620689655172
"City","Dundalk","MD","Baltimore-Columbia-Towson, MD",635,20,15.3061224489796,86,8.18181818181818,9.58620689655172
"City","Pasadena","MD","Baltimore-Columbia-Towson, MD",637,20,18.0685358255452,80.5,7.04545454545455,9.58620689655172
"City","Westminster","MD","Baltimore-Columbia-Towson, MD",689,20,7.93103448275862,82,0.909090909090909,9.58620689655172
"City","Owings Mills","MD","Baltimore-Columbia-Towson, MD",783,20,14.9779735682819,83,5.90909090909091,9.58620689655172
"City","Catonsville","MD","Baltimore-Columbia-Towson, MD",811,20,17.0212765957447,70.5,5.22727272727273,9.58620689655172
"City","Windsor Mill","MD","Baltimore-Columbia-Towson, MD",1014,20,7.27272727272727,85,1.36363636363636,9.58620689655172
"City","Essex","MD","Baltimore-Columbia-Towson, MD",1085,20,16.4021164021164,93,9.09090909090909,9.58620689655172
"City","Middle River","MD","Baltimore-Columbia-Towson, MD",1091,20,8.94736842105263,89.5,4.31818181818182,9.58620689655172
"City","Lutherville Timonium","MD","Baltimore-Columbia-Towson, MD",1144,20,15.1376146788991,84,6.36363636363636,9.58620689655172
"City","Nottingham","MD","Baltimore-Columbia-Towson, MD",1148,20,20.9944751381215,78,6.81818181818182,9.58620689655172
"City","Sykesville","MD","Baltimore-Columbia-Towson, MD",1230,20,9.375,71,0.681818181818182,9.58620689655172
"City","Halethorpe","MD","Baltimore-Columbia-Towson, MD",1265,20,15.2046783625731,70,3.40909090909091,9.58620689655172
"City","Reisterstown","MD","Baltimore-Columbia-Towson, MD",1283,20,14.622641509434,92,8.40909090909091,9.58620689655172
"City","Severn","MD","Baltimore-Columbia-Towson, MD",1315,20,9.66183574879227,86,2.95454545454545,9.58620689655172
"City","Randallstown","MD","Baltimore-Columbia-Towson, MD",1386,20,16.4179104477612,93,9.54545454545454,9.58620689655172
"City","Pikesville","MD","Baltimore-Columbia-Towson, MD",1388,20,13.8211382113821,86,6.13636363636364,9.58620689655172
"City","Elkridge","MD","Baltimore-Columbia-Towson, MD",1400,20,8.10810810810811,76,0.454545454545455,9.58620689655172
"City","Odenton","MD","Baltimore-Columbia-Towson, MD",1414,20,13.1067961165049,85,4.77272727272727,9.58620689655172
"City","Parkville","MD","Baltimore-Columbia-Towson, MD",1462,20,17.2839506172839,82,7.72727272727273,9.58620689655172
"City","Abingdon","MD","Baltimore-Columbia-Towson, MD",1491,20,15.4761904761905,81,5.45454545454545,9.58620689655172
"City","Severna Park","MD","Baltimore-Columbia-Towson, MD",1732,20,11.0294117647059,88,5,9.58620689655172
"City","Lochearn","MD","Baltimore-Columbia-Towson, MD",1873,20,13.2530120481928,81.5,4.09090909090909,9.58620689655172
"City","Aberdeen","MD","Baltimore-Columbia-Towson, MD",2003,20,21.4285714285714,81,7.95454545454545,9.58620689655172
"City","Carney","MD","Baltimore-Columbia-Towson, MD",2031,20,10.752688172043,85,3.63636363636364,9.58620689655172
"City","Cockeysville","MD","Baltimore-Columbia-Towson, MD",2057,20,10.3448275862069,85.5,3.86363636363636,9.58620689655172
"City","Edgewood","MD","Baltimore-Columbia-Towson, MD",2239,20,13.6363636363636,80,2.5,9.58620689655172
"City","Crofton","MD","Baltimore-Columbia-Towson, MD",2243,20,7.35294117647059,73,0.227272727272727,9.58620689655172
"City","Arnold","MD","Baltimore-Columbia-Towson, MD",2556,20,11.7647058823529,83,3.18181818181818,9.58620689655172
"City","Edgewater","MD","Baltimore-Columbia-Towson, MD",2577,20,10.1351351351351,96,5.68181818181818,9.58620689655172
"City","Rosedale","MD","Baltimore-Columbia-Towson, MD",2871,20,25.3521126760563,90.5,10,9.58620689655172
"City","Forest Hill","MD","Baltimore-Columbia-Towson, MD",3237,20,11.4285714285714,81,2.04545454545455,9.58620689655172
"City","Havre de Grace","MD","Baltimore-Columbia-Towson, MD",3820,20,15.8333333333333,91,8.86363636363636,9.58620689655172
"City","Joppa","MD","Baltimore-Columbia-Towson, MD",3894,20,16.25,82,7.27272727272727,9.58620689655172
"City","Hampstead","MD","Baltimore-Columbia-Towson, MD",3903,20,12.1951219512195,77.5,1.13636363636364,9.58620689655172
"City","Centreville","MD","Baltimore-Columbia-Towson, MD",6462,20,13.4831460674157,113.5,8.63636363636364,9.58620689655172
"City","Brooklyn Park","MD","Baltimore-Columbia-Towson, MD",6536,20,20.8955223880597,89,9.31818181818182,9.58620689655172
"City","Stevensville","MD","Baltimore-Columbia-Towson, MD",7043,20,10.1351351351351,103,6.59090909090909,9.58620689655172
"City","Barnstable","MA","Barnstable Town, MA",975,199,5.34351145038168,88,1.33333333333333,3.95862068965517
"City","Yarmouth","MA","Barnstable Town, MA",2134,199,4.45859872611465,81,0.666666666666667,3.95862068965517
"City","East Falmouth","MA","Barnstable Town, MA",2920,199,7.92079207920792,93,6,3.95862068965517
"City","Bourne","MA","Barnstable Town, MA",2923,199,8.57142857142857,73,3.33333333333333,3.95862068965517
"City","Dennis","MA","Barnstable Town, MA",4829,199,6.69014084507042,90,4,3.95862068965517
"City","Mashpee","MA","Barnstable Town, MA",4981,199,9.09090909090909,101,10,3.95862068965517
"City","Sandwich","MA","Barnstable Town, MA",5686,199,10.7438016528926,95,9.33333333333333,3.95862068965517
"City","Brewster","MA","Barnstable Town, MA",7018,199,11.8881118881119,82,8.66666666666667,3.95862068965517
"City","Harwich","MA","Barnstable Town, MA",7134,199,7.92079207920792,69,2,3.95862068965517
"City","Falmouth","MA","Barnstable Town, MA",7915,199,5.88235294117647,93,2.66666666666667,3.95862068965517
"City","Chatham","MA","Barnstable Town, MA",9677,199,4.44444444444444,131,4.66666666666667,3.95862068965517
"City","Orleans","MA","Barnstable Town, MA",9821,199,6.60377358490566,100,6.66666666666667,3.95862068965517
"City","Eastham","MA","Barnstable Town, MA",10053,199,6.30630630630631,101.5,8,3.95862068965517
"City","Provincetown","MA","Barnstable Town, MA",10895,199,5.67375886524823,116,5.33333333333333,3.95862068965517
"City","Truro","MA","Barnstable Town, MA",11058,199,4.49438202247191,158,7.33333333333333,3.95862068965517
"City","Birmingham","AL","Birmingham-Hoover, AL",83,49,10.820451843044,84,8.61111111111111,3.39310344827586
"City","Hoover","AL","Birmingham-Hoover, AL",444,49,10.2201257861635,69,5,3.39310344827586
"City","Bessemer","AL","Birmingham-Hoover, AL",1453,49,10.6796116504854,118,10,3.39310344827586
"City","Vestavia Hills","AL","Birmingham-Hoover, AL",1457,49,7.29613733905579,72.5,3.88888888888889,3.39310344827586
"City","Alabaster","AL","Birmingham-Hoover, AL",1621,49,6.47482014388489,56,1.66666666666667,3.39310344827586
"City","Homewood","AL","Birmingham-Hoover, AL",1898,49,12.6126126126126,75,8.61111111111111,3.39310344827586
"City","Mountain Brook","AL","Birmingham-Hoover, AL",2542,49,7.9646017699115,72,4.44444444444444,3.39310344827586
"City","Pell City","AL","Birmingham-Hoover, AL",2562,49,7.75862068965517,81,6.11111111111111,3.39310344827586
"City","Pelham","AL","Birmingham-Hoover, AL",2734,49,11.9791666666667,65,7.22222222222222,3.39310344827586
"City","Clanton","AL","Birmingham-Hoover, AL",2804,49,3.2520325203252,84,2.77777777777778,3.39310344827586
"City","Trussville","AL","Birmingham-Hoover, AL",2853,49,8.88888888888889,74,6.66666666666667,3.39310344827586
"City","Helena","AL","Birmingham-Hoover, AL",3695,49,4.09356725146199,59,0.555555555555556,3.39310344827586
"City","Center Point","AL","Birmingham-Hoover, AL",3770,49,8.57142857142857,91,7.77777777777778,3.39310344827586
"City","Calera","AL","Birmingham-Hoover, AL",4744,49,4.59770114942529,60,1.11111111111111,3.39310344827586
"City","Hueytown","AL","Birmingham-Hoover, AL",5560,49,4.54545454545455,99,5.55555555555556,3.39310344827586
"City","Gardendale","AL","Birmingham-Hoover, AL",6130,49,5.17241379310345,73,2.22222222222222,3.39310344827586
"City","Chelsea","AL","Birmingham-Hoover, AL",7218,49,5.67010309278351,74,3.33333333333333,3.39310344827586
"City","Clay","AL","Birmingham-Hoover, AL",8905,49,12.3287671232877,85,9.44444444444444,3.39310344827586
"City","Boston","MA","Boston-Cambridge-Newton, MA-NH",22,10,8,66,2.06896551724138,3.76551724137931
"City","Lowell","MA","Boston-Cambridge-Newton, MA-NH",247,10,7.94392523364486,63,1.37931034482759,3.76551724137931
"City","Cambridge","MA","Boston-Cambridge-Newton, MA-NH",253,10,5.98290598290598,58,0.172413793103448,3.76551724137931
"City","Brockton","MA","Boston-Cambridge-Newton, MA-NH",312,10,14.40329218107,70,8.96551724137931,3.76551724137931
"City","Lynn","MA","Boston-Cambridge-Newton, MA-NH",339,10,13.5922330097087,63,5.3448275862069,3.76551724137931
