RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01
40718,Salem,Virginia,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282300,270700,275100,266e3,281600,277800,278600,270800,295900,296800,292e3,273100,271800,285800,286400,296400,285300,286e3,277e3,280800,303400,310100,299700,277e3,272300,276400,285600,285900,296300,288400,300100,319e3,
39769,Miamisburg,Ohio,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162900,164100,158900,165700,166200,170100,176100,180500,179800,166200,168300,165100,168100,164500,167900,175300,173500,175e3,165200,165400,167900,179700,180400,177100,167400,167e3,168600,168500,174e3,167e3,166600,173e3,182300,183200,174300,177100,179100,199900,195200,190600,171700,173e3,185500,184800,181200,177100,173300,178500,172700,177600,175900,179200,177800,179300,181100,182900,206800,223200,227500,206400,188800,19e4,197100,203600,203700,194e3,195700,193900,194300,199900,205300,217300,221300,220700,218100,219900,222400,227400,222e3,
18883,La Quinta,California,673,748700,762600,723900,704100,693e3,636600,602800,574700,563500,583600,610400,601800,562600,520400,536200,542200,552800,559700,548700,509e3,500800,483300,495500,481200,483100,510900,573400,594500,623300,580600,59e4,550100,562100,551100,514400,483500,491500,506600,548200,507500,533800,510300,518700,472700,461e3,461900,446600,454600,487600,536200,528600,526400,542900,545300,533300,485700,456900,445700,428900,431500,437600,474400,527900,548500,570300,555400,588e3,607600,641800,595900,609800,596e3,610200,617800,642400,624900,598700,595400,607400,567600,574200,588800,650300,639e3,676500,643200,622800,613500,646400,668100,656100,649900,614300,602200,603e3,648600,639900,653400,618e3,620100,603800,609200,620400,619e3,642600,669e3,670800,663500,636800,643700,638e3,642900,696400,702900,7e5,644100,618e3,637700,656100,706400,689600,674600,689800,707800,753100,743200,757800,721500,679800,706600,
13750,Searcy,Arkansas,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187600,177500,192700,207200,207100,193100,195600,190900,196200,191800,190200,214600,230200,231900,199700,192900,186300,188600,182500,199600,198200,205500,188400,209500,197900,203100,178600,195600,194100,213e3,195900,22e4,206500,235400,228400,
24872,Glen Ellyn,Illinois,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395e3,394500,432300,431300,405700,386800,407100,402400,419800,406e3,423100,422400,452e3,456300,422600,405500,408800,427e3,451200,440100,450700,447600,500700,485300,465300,431400,446700,470300,472900,460100,449100,467200,440200,432900,386400,407300,416700,430900,446100,441300,459500,475900,467300,463600,430100,494300,503900,522400,476700,471500,466400,467100,448100,443400,436400,456100,462600,473600,471400,474300,451e3,459100,460100,463100,456400,446900,447500,429900,406500,420200,429800,457200,456500,462e3,473300,456700,454700,433200,425100,455400,491800
33330,Park Ridge,Illinois,676,,,,475400,467200,445100,424100,505800,518e3,536300,446800,400600,397400,434600,460800,413200,396e3,429800,433200,435e3,376e3,421300,402300,450700,415700,429600,427100,427200,424500,399900,396700,405300,383900,412800,417100,422300,399800,386600,405400,394e3,390800,395400,417e3,417700,414900,406100,398400,368600,338600,334400,344600,362500,364200,365e3,368800,354200,378800,382200,382500,375800,377400,365300,365900,386200,427300,425600,418400,416500,433800,448e3,439e3,405100,381100,390400,405500,385600,397500,409500,448700,421900,413400,401800,423300,434400,456800,435500,445300,440400,458500,453e3,446200,450500,447800,448300,468800,458200,471600,443200,436100,415900,407400,411300,415500,428200,430400,444700,448400,463600,456600,463200,463600,458200,438500,435200,444200,489600,488500,475900,434600,440200,431e3,457100,444900,445600,439500,426200,421500,460600,496200,532800,467800
34288,Tifton,Georgia,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161700,178700,180100,207600,207300,186100,176800,178100,196900,193500,178e3,174900,175200,197800,195400,215200,216200,222e3,216e3,214900,208500,186200,176100,177900,196400,207600,208e3,203100,193600,188300,188400,179300,177e3,188e3,212400,232300,210400,196600,190700,213400,220700,213300,220100,211400,226700,216400,215700,199400,200200,230600,244600,244600,229500,226500,230100,229200,229500,225700,224500,226400,201200,186300,181400,211e3,215e3,223200,221600,239100,237100,220300,217700,211400,246800,243500,254400,241600,246100,251800,233200,230500,227100,237600,236500,240800,,
23858,Brownsburg,Indiana,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233200,221900,220800,231e3,227600,231900,211600,223600,238200,237400,247200,242e3,256e3,261100,249300,250600,242800,262100,239800,233200,246e3,247300,256300,247900,265100,263800,251700,253300,25e4,252500,238500,242700,242300,276400,267600,254300,236700,238900,254900,241600,242800,240400,256500,264100,246200,243100,229e3,250900,254e3,259900,262300,265700,268600,266800,265300,267900,271900,274400,277800,278700,283300,282900,285200,281200,286500,290900,287400,283200,264400,285900,274e3,273700,266100,286200,301100,294500,289e3,295300,287e3,294700,
17931,El Dorado Hills,California,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579400,582500,593600,599400,609500,607e3,597300,588400,591600,614900,620800,626900,618300,625e3,638500,643200,649800,643e3,643600,647300,658100,683800,672600,680700,683e3,714200,717800,705700,728400,
19911,Perrysburg,Ohio,680,210600,206400,199400,201600,197100,200400,196500,191400,206100,205e3,217300,196700,194100,183800,183800,185300,184900,185400,174800,175700,186500,202400,207700,211600,205800,203100,188800,192900,191300,193800,175600,182700,191100,207600,203500,195700,191100,188700,195700,200900,206600,209900,201100,212e3,206100,224300,221e3,210300,199300,191800,202300,212700,214300,211400,196200,211700,210200,228300,204100,212100,214400,221500,221500,210700,209e3,203300,193200,189100,187300,191200,193200,201300,194600,205500,197300,206500,201700,215200,215900,213500,211600,210400,220500,221300,225e3,214400,211900,211200,213400,213200,219100,222400,207900,206600,214800,222e3,222700,213200,219800,218900,226e3,232700,235800,232100,232e3,230800,224700,217300,218700,256400,269100,268e3,229400,215400,218300,233e3,241100,243800,246100,243e3,254400,254100,262700,258400,253500,251200,242600,249300,247400,240900,
