"RegionName","State","Metro","CountyName","SizeRank","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"Denver","CO","Denver","Denver",1,98.72,98.34,98.65,99.06,99.3,98.26,98.92,98.2,98.42,98.16,98.17,98.06,97.98,97.08,97.79,98.24,97.07,98.41,97.17,98.69,97.91,97.67,97.31,97.36,95.56,97.4,96.19,93.58,94.67,95.71,94.78,95.98,95.28,95.16,95.15,94.48,94.79,94.75,94.42,96.21,94.26,95.38,95.61,94.52,95.93,95.76,92.71,94.83,92.97,94.61,94.32,93.51,93.01,94.6,93.75,93.41,93.33,92.4,93.47,90.09,89.89,93.16,91.84,86.5,87.09,89.56,91.18,90.69,88.57,89.29,88.86,88.13,86.6,78.89,88.11,90.42,93.57,89.81,88.73,90,90.64,89.63,85.1,79.04,79.62,83.39,84.43,82.86,80.71,85.47,85.62,84.9,80.4,81.05,73.88,76.47,74.5,77.32,74.37,77.61,77.74,81.77,79.64,77.55,78.65,78.29,76.21,75.2,71.72,75.2,73.9,76.03,79.51,74,76.56,68.71,69.92,65.6,68.98,73.57,59.69,59.7,71.04,67.58,66.75,73.27,66.83,71.05,67.12,68.99,69.25,68.75,60.61,64.41,67.01,66.59,74.17,78.89,75.43,76.32,80.33,77.31,75.82,79.9,83.8,81.56,82.38,84.49,86.34,87.91,90.74,88.53,87.43,88.9,87.65,89.87,88.89,89.73,89.87,92.09,92.34,92.36,93.68,93.18,93.92,93.78,93.45,93.54,92.33,92.93,96.13,95.72,97.62,95.8,95.62,97.21,97.32,97.5,96.19,97.52,97.85,96.02,98.55,98.35,98.48,98.26,98.35,98.13,98.43,97.19,97.91,98.69,97.45,97.93,98.51,98.24,98.36,98.71,98.88,98.89,98.46
