"RegionName","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01"
"New York","NY","New York-Newark-Jersey City","Queens County",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94117647058824,3.0625,3.11111111111111,3.07692307692308,3.14285714285714,3.21428571428571,3.2,3.23076923076923,3.25,3.13333333333333,3.05263157894737,3.05343511450382,3.03030303030303,3,2.94058823529412,2.94088235294118,3,3.124375,3.125,3.06666666666667,3.0609693877551,3,2.88888888888889,2.92458017334778,2.84210526315789,2.85571428571429
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",2,,1.57208588957055,1.69875424688562,1.743264659271,1.8031015687829,1.8769592476489,1.96078431372549,1.84923771880294,1.83512140033879,1.82565076825651,1.83893468611287,1.83374083129584,1.82992465016146,1.78890026378596,1.81660899653979,1.875,1.89261426037003,1.86388040846405,1.82943203143326,1.81818181818182,1.78621281008216,1.78813342846321,1.77708410378185,1.81458146049798,1.89583333333333,1.90417748917749,1.89485213581599,1.91129636568003,1.90217391304348,1.90711196434088,1.90621814475025,1.93801344286781,1.92307692307692,1.84307065217391,1.825,1.85652173913043,1.85498839907193,1.94029850746269,1.92777777777778,1.9757785467128,1.922521120498,1.94085027726433,1.9435434888241,2.02275600505689,2.0058119817193,1.92643466496298,2.01970526928111,2,1.99522727272727,2,2.0600272851296,2.10602759622367,2.14226633581472,2.15072088851721,2.17687074829932,2.19227526267998,2.17774527452745,2.19047619047619,2.2068868980963,2.24262329931973,2.24583333333333,2.25095753794835,2.29957264957265,2.3072127373873,2.32327586206897,2.35294117647059,2.375,2.39495798319328,2.39195979899498,2.39583333333333,2.35155513666352,2.43888888888889,2.45762711864407,2.46967771583568,2.48459776153161,2.4595309665139,2.5,2.4428349944629,2.46179966044143,2.55754475703325,2.42197253433209,2.41578947368421,2.38947900961841,2.46019366197183,2.55219123505976,2.6,2.59259259259259,2.59175084175084,2.61467038068709,2.62216924910608,2.64015893486379,2.64627518557794,2.63157894736842,2.61324041811847,2.63771322187164,2.63991552270327,2.63991552270327,2.658702809482,2.68531460548393,2.74283614988979,2.79941291585127,2.78685881867198,2.84102564102564,2.79674796747967,2.82038706256628,2.84112685560054,2.85211267605634,2.84646464646465
"Chicago","IL","Chicago-Naperville-Elgin","Cook County",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80487804878049,1.78571428571429,1.80487804878049,1.8270351125807,1.83074763074763,1.77777777777778,1.75,1.72135007849294,1.71428571428571,1.73913043478261,1.72222222222222,1.73611111111111,1.7544901065449,1.77777777777778,1.79856115107914,1.79533682780043,1.775,1.78588235294118,1.795,1.82727272727273,1.85,1.875,1.85454545454545,1.89473684210526,1.9084109274949,1.92307692307692,1.91666666666667,1.94553072625698,1.94693366708385,1.99545454545455,2.09007536570797,2,1.96153846153846,1.92857142857143,1.995
"Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26396864111498,1.16987179487179,1.3241469816273,1.18615209988649,1.11219147344802,1.16576249868986,1.2237688051946,1.20746432491767,1.20440687361419,1.19284294234592,1.25,1.27737226277372,1.20637732506643,1.218820861678,1.20809248554913,1.21663022688744,1.21757925072046,1.2650462962963,1.2621359223301,1.26445321200165,1.27898550724638,1.26804671245473,1.26050420168067,1.25916055962692,1.44378319246017,1.41428571428571,1.42784946586194,1.37442922374429,1.40933694181326,1.38888888888889,1.36554621848739,1.36446056210335,1.32318710832587,1.25900936962581,1.31773019613619,1.22920353982301,1.21948818897638,1.2,1.25662992469715,1.3,1.28372093023256,1.30921532776126,1.31959629941127,1.3055472582001,1.29896013864818,1.30090972708188,1.3205549655912,1.33783783783784,1.34230436855593,1.33689839572193,1.31621841890791,1.36463536463536,1.3682842287695,1.3865888933061,1.39111111111111,1.38551595898325,1.36959911511902,1.37733887733888,1.35416666666667,1.33720930232558,1.33333333333333,1.32575757575758,1.33787469311792
"San Antonio","TX","San Antonio-New Braunfels","Bexar County",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.888798701298701,0.910596026490066,0.919117647058823,0.914362176628011,0.917454819202397,0.91467006323486,0.930924183807651,0.949171270718232,0.956566260855693,0.947368421052632,0.968564723320158,0.972789115646258,0.968702997656441,0.960232783705141,0.973178698792292,0.956566701137539,0.966555183946488,0.962241169305725,0.973489558265148,0.969977112252369,0.953757225433526,0.951876237087234,0.965545529122231,0.962364693044711,0.982470119521912,0.981686448649845,0.99626400996264,0.99802371541502,1.01442741208296,1.01706031289536,1.02951388888889,1.02939555377656,1.02350094198662,1.05502443169747,1.05100608905852,1.04801673116321,1.05638799637502,1.07708158581481,1.07362637362637,1.05871029836381,1.08888888888889,1.08084577114428,1.08700909521056,1.11073253833049,1.05347593582888,1.08745247148289,1.03833865814696,1.09176418235964,1.07111597374179,1.0775473399459,1.10447176637585,1.13293051359517,1.13293051359517,1.11633372502938,1.1075,1.11196319018405,1.1067472306143,1.09125,1.10134101349863,1.1045574881316,1.15997429087778,1.15872576645627,1.15077202543143,1.16750250752257,1.1667514411665,1.18244575936884,1.19377431906615,1.17234468937876,1.16787395736793,1.18591660886222,1.16981132075472,1.19028741328048
"Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",6,,,,,,,1.68384160756501,1.4030612244898,1.4101564898778,1.37900355871886,1.28824476650564,1.35,1.36349620493359,1.35618922852984,1.27450980392157,1.31689143950263,1.29486904250751,1.36079545454545,1.3469387755102,1.31164633510583,1.32665960451977,1.3328530259366,1.45003817892081,1.44539725751159,1.5,1.53158964735319,1.56977179199401,1.58948152092455,1.57375100443699,1.5,1.33642081189251,1.32890365448505,1.26960418222554,1.27272727272727,1.28666002959856,1.33222222222222,1.33333333333333,1.36558806655192,1.4030612244898,1.40554722638681,1.36363636363636,1.33333333333333,1.33928571428571,1.45318803616972,1.40985915492958,1.38888888888889,1.30876639577987,1.30495169082126,1.26,1.28731343283582,1.30219221835076,1.39285714285714,1.46379044684129,1.425,1.4,1.35936995864254,1.36363636363636,1.35922330097087,1.32142857142857,1.31818181818182,1.35949943117179,1.42105263157895,1.48497579185145,1.49639423076923,1.47212121212121,1.45643939393939,1.42693677222535,1.3969571230982,1.41176470588235,1.45121338721092,1.4,1.46,1.5,1.52005532503458,1.54361854123254,1.61267605633803,1.58823529411765,1.61111111111111,1.51904761904762,1.49306789340102,1.54406565656566,1.51706942846183,1.50731646825397,1.5,1.58333333333333,1.64814814814815,1.65625,1.66666666666667,1.65,1.64463205833313,1.67623807963041,1.66666666666667,1.625,1.60678427997705,1.58924966622163,1.6,1.62776412776413,1.68903903903904,1.73291107799305,1.79059973535741,1.7665820642978,1.77222222222222,1.77222222222222,1.725,1.69511904761905,1.69230769230769,1.69142857142857,1.73596703550023
"Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",7,,,,,,,,,0.802434824724654,0.769230769230769,0.770547945205479,0.742835595776772,0.738310860521275,0.761965811965812,0.775340501792115,0.779155188246097,0.798611111111111,0.795537328910944,0.783121597096189,0.787795992714025,0.777170615007585,0.768093659753216,0.767303415669511,0.754716981132076,0.763124542124542,0.789193629458634,0.7900390625,0.787287523262477,0.792134831460674,0.792626728110599,0.808302512375082,0.792682926829268,0.794314381270903,0.805998125585754,0.783240011874175,0.79409260330313,0.801469367938946,0.815925542916236,0.820833333333333,0.803925991990627,0.797685346050488,0.806130464480874,0.800110375275938,0.825980202239355,0.811280061870073,0.791940018744142,0.7998998998999,0.803147873221931,0.802403846153846,0.807343756505808,0.81530612244898,0.837628865979381,0.860632183908046,0.857894736842105,0.849282296650718,0.842327150084317,0.862160472174351,0.863088718510405,0.875,0.882464349376114,0.899638336347197,0.908119658119658,0.910910910910911,0.909586682672952,0.91530309767304,0.92527145811789,0.940556809631302,0.938144329896907,0.939814814814815,0.973289986371523,0.985714285714286,0.989061075660893,0.997008973080758,1.04347826086957,1.03441295546559,1.04347826086957,1.06674915421709,1.02521929824561,1.00347826086957,1,0.985773542600897,0.98,0.981998199819982,1.03571428571429,1.09751609935603,1.16766467065868,1.22328931572629,1.17777777777778,1.15946310418892,1.16170564611387,1.13756613756614,1.125,1.10621986499518,1.07843137254902,1.07630522088353,1.08161258603736,1.12473347547974,1.1449676823638,1.1563245823389,1.14801864801865,1.17016806722689,1.16380952380952,1.18697478991597,1.1577964519141,1.1824437369049,1.18620565709072,1.1781746031746,1.18951159222639
"Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",8,0.859893758300133,0.859893758300133,0.841829310049649,0.841829310049649,0.850267379679144,0.851006818848838,0.862143872974198,0.794285714285714,0.800240673886883,0.776736924277908,0.752508361204013,0.780405494476522,0.768933539412674,0.759320051764873,0.786492552940869,0.792910447761194,0.781819836028181,0.781027104136947,0.78125,0.777873811581677,0.771604938271605,0.756551141166526,0.758818703855619,0.753271523462086,0.760551741673023,0.759878419452888,0.755912162162162,0.754614549402823,0.75685903500473,0.758587786259542,0.744397785836992,0.751085457662493,0.752100840336134,0.761054421768708,0.755208333333333,0.755208333333333,0.758251561106155,0.763401232913428,0.768049155145929,0.766983199415632,0.763736263736264,0.773694390715667,0.776306107431935,0.771103896103896,0.766871165644172,0.765987079950216,0.765765765765766,0.765861606287138,0.767543859649123,0.767148014440433,0.772200772200772,0.785276073619632,0.78318219291014,0.783861364100091,0.790309769658459,0.78928046989721,0.793460925039872,0.794392523364486,0.798491747649333,0.798403193612774,0.806186332767402,0.813449023861171,0.819794324369239,0.825369244135534,0.831485587583149,0.845581395348837,0.845771144278607,0.829383886255924,0.836614173228346,0.85865314839004,0.889432485322896,0.867052023121387,0.879802955665025,0.906626883320557,0.9,0.9,0.912280364653387,0.883395332482002,0.884375,0.901328273244782,0.89622641509434,0.906225374310481,0.894939554097564,0.930851063829787,0.933831376734258,0.955734406438632,0.961538461538462,0.972826086956522,0.969679843157855,0.96984787973245,0.972538198131995,0.973323720259553,0.971310071574642,0.977011494252874,0.993236714975845,1.00858369098712,1.02598185199643,1.04166666666667,1.05318072330913,1.06191369606004,1.07797270955166,1.09657813839184,1.10791669332878,1.10693641618497,1.10552763819095,1.09223300970874,1.08862144420131,1.09760713428482
"San Diego","CA","San Diego-Carlsbad","San Diego County",9,2.559423544825,2.37655469209988,2.36458175946369,2.35057085292142,2.06895140967951,2.15175317504141,2.11419700458071,2.16000491801757,2.12047141194651,1.94604924312872,2.02184684684685,1.73097826086957,1.77519825378791,1.77356656948494,1.7841163310962,1.74157303370787,1.72619047619048,1.71585449553878,1.74603370122192,1.76483730221311,1.69384379061798,1.67910447761194,1.69135099412244,1.69979079497908,1.71100873290869,1.7132153495707,1.69009103941774,1.68988764044944,1.74365611587983,1.74102285092492,1.70842824601367,1.72077922077922,1.71247357293869,1.70035685798302,1.68928501653726,1.695,1.73170731707317,1.7426273458445,1.73558324991283,1.73951828724353,1.76470588235294,1.78571428571429,1.79384965831435,1.89550949913644,1.86608122941822,1.8,1.88775510204082,1.88679245283019,1.87142341351225,1.8819256860458,1.90506637437584,1.94542253521127,1.98628109445421,1.99115044247788,1.96694236371203,1.96177707750809,1.99528672427337,2.01183431952663,2.00044464206314,2.00555555555556,2.02101379194349,2.01564380264741,2.02569169960474,2.015732546706,2.06163194444444,2.07384307897299,2.11721125761746,2.12204007285975,2.11397058823529,2.13247863247863,2.12398752083091,2.12465878070974,2.13521126760563,2.15151711593822,2.15688860144187,2.13886300093197,2.11003627569528,2.16110019646365,2.1514598226929,2.19301829650736,2.12334596327601,2.08633883496293,2.09287164378404,2.13177370326698,2.17020362928796,2.21102479956798,2.23264927523988,2.27865804636205,2.29528535980149,2.31006160164271,2.31653404067197,2.29045865736216,2.26685878962536,2.24121107108659,2.22222222222222,2.22202409256618,2.25584728795049,2.29504098360656,2.38095238095238,2.4057987504143,2.4375,2.4213649851632,2.42919389978214,2.43752890841813,2.43892508143322,2.46266094420601,2.45650140318054,2.46153846153846
"Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",10,,,,,,,,,1.11089030206677,1.15552072448624,1.20199679490846,1.13744075829384,1.02649006622517,1.02314778234303,0.996677740863787,0.985807040897247,1.02789256198347,1.04072398190045,1.02049530315969,1,1,1.02197802197802,1.11382085608791,1.04166666666667,0.982644047380044,1.05263157894737,0.991525423728814,1.09174311926605,1.13941018766756,1.14613180515759,1.12426035502959,1.15979381443299,1.16822429906542,1.17900552486188,1.19047619047619,1.2260034904014,1.21238938053097,1.23402762591124,1.22727272727273,1.2366224815705,1.26516220028209,1.26250499241153,1.20204639911683,1.24166666666667,1.20624408703879,1.21071219926709,1.21102791014295,1.23308547119422,1.23982952344053,1.21666666666667,1.2849836819463,1.30564121380559,1.28839590443686,1.27180942497616,1.24944567627494,1.23456790123457,1.25131595963785,1.3140935297886,1.24421768707483,1.17511520737327,1.24122807017544,1.24701670644391,1.30986590038314,1.31143552311436,1.31227758007117,1.32478632478632,1.32242990654206,1.33835158150852,1.31771595900439,1.35238907849829,1.34934086629002,1.39697950377562,1.39800589504191,1.39629199558435,1.39929742388759,1.42857142857143,1.42794376098418,1.40335933223864,1.3609893379317,1.40845070422535,1.4349173553719,1.38390742554261,1.36157337367625,1.44666666666667,1.43719008264463,1.48356111519796,1.50602409638554,1.51671309192201,1.52672489733964,1.52299554924853,1.53846153846154,1.5,1.49265778920031,1.50506512301013,1.51595899156875,1.50795997484348,1.5513426353253,1.52803122465531,1.54090909090909,1.55549270990447,1.55794392523364,1.55497835497835,1.57907853513833,1.53667504155722,1.57188244638602,1.55651200352397,1.54442399298506,1.54780876494024
